,rank,time_range,track_id,track_name,track_popularity,track_release_date,artist_genre,artist_name,key_note,ft_danceability,ft_energy,ft_key,ft_loudness,ft_mode,ft_speechiness,ft_acousticness,ft_instrumentalness,ft_liveness,ft_valence,ft_tempo,number_of_repeats
10,4,short_term,5aq7wRwq9IDDqAa56x7Yws,"Zigeunerweisen, Op. 20: Lento",37,1971,late romantic era,Pablo de Sarasate,C,0.284,0.0949,0,-22.629,0,0.0421,0.815,0.327,0.127,0.0465,101.05799999999999,2
11,4,short_term,5aq7wRwq9IDDqAa56x7Yws,"Zigeunerweisen, Op. 20: Lento",37,1971,violin,Pablo de Sarasate,C,0.284,0.0949,0,-22.629,0,0.0421,0.815,0.327,0.127,0.0465,101.05799999999999,2
12,5,short_term,2tvXdkylO2rwJXziHNpQ26,Blackbird,45,2019-08-23,contemporary jazz,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
13,5,short_term,2tvXdkylO2rwJXziHNpQ26,Blackbird,45,2019-08-23,contemporary post-bop,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
14,5,short_term,2tvXdkylO2rwJXziHNpQ26,Blackbird,45,2019-08-23,japanese jazz,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
15,5,short_term,2tvXdkylO2rwJXziHNpQ26,Blackbird,45,2019-08-23,jazz funk,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
16,5,short_term,2tvXdkylO2rwJXziHNpQ26,Blackbird,45,2019-08-23,jazz fusion,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
17,6,short_term,2k9N4caeCIJLOWwWwssrEM,Easily,75,2017-08-31,indie r&b,Bruno Major,G,0.772,0.256,7,-8.545,0,0.0481,0.491,0.0061200000000000004,0.14400000000000002,0.35700000000000004,118.902,2
18,6,short_term,2k9N4caeCIJLOWwWwssrEM,Easily,75,2017-08-31,pop,Bruno Major,G,0.772,0.256,7,-8.545,0,0.0481,0.491,0.0061200000000000004,0.14400000000000002,0.35700000000000004,118.902,2
19,7,short_term,58dSdjfEYNSxte1aNVxuNf,Easy,73,2017-08-11,alternative r&b,Mac Ayres,F,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,3
20,7,short_term,58dSdjfEYNSxte1aNVxuNf,Easy,73,2017-08-11,indie r&b,Mac Ayres,F,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,3
21,7,short_term,58dSdjfEYNSxte1aNVxuNf,Easy,73,2017-08-11,indie soul,Mac Ayres,F,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,3
22,8,short_term,2GBwDtpuNit18S9L3hFVAv,"Concerto pour Piano et Orchestre No. 1 en Fa Dièse Mineur, Op. 1: I. Vivace",3,2006,classical,Sergei Rachmaninoff,B,0.22899999999999998,0.0967,11,-20.557,0,0.034,0.982,0.9009999999999999,0.0815,0.0534,92.069,4
23,8,short_term,2GBwDtpuNit18S9L3hFVAv,"Concerto pour Piano et Orchestre No. 1 en Fa Dièse Mineur, Op. 1: I. Vivace",3,2006,post-romantic era,Sergei Rachmaninoff,B,0.22899999999999998,0.0967,11,-20.557,0,0.034,0.982,0.9009999999999999,0.0815,0.0534,92.069,4
24,8,short_term,2GBwDtpuNit18S9L3hFVAv,"Concerto pour Piano et Orchestre No. 1 en Fa Dièse Mineur, Op. 1: I. Vivace",3,2006,russian romanticism,Sergei Rachmaninoff,B,0.22899999999999998,0.0967,11,-20.557,0,0.034,0.982,0.9009999999999999,0.0815,0.0534,92.069,4
25,8,short_term,2GBwDtpuNit18S9L3hFVAv,"Concerto pour Piano et Orchestre No. 1 en Fa Dièse Mineur, Op. 1: I. Vivace",3,2006,ukrainian classical,Sergei Rachmaninoff,B,0.22899999999999998,0.0967,11,-20.557,0,0.034,0.982,0.9009999999999999,0.0815,0.0534,92.069,4
26,9,short_term,4s6ZktLNLZnk1osl3Vf1ZO,Koi,55,2019-02-20,j-pop,androp,D,0.584,0.56,2,-7.3,1,0.0384,0.726,0.0,0.096,0.33799999999999997,74.997,3
27,9,short_term,4s6ZktLNLZnk1osl3Vf1ZO,Koi,55,2019-02-20,j-rock,androp,D,0.584,0.56,2,-7.3,1,0.0384,0.726,0.0,0.096,0.33799999999999997,74.997,3
28,9,short_term,4s6ZktLNLZnk1osl3Vf1ZO,Koi,55,2019-02-20,japanese alternative rock,androp,D,0.584,0.56,2,-7.3,1,0.0384,0.726,0.0,0.096,0.33799999999999997,74.997,3
29,10,short_term,0EZMXJMWf0tLKRWwCiA6Sx,Let's Get High,55,1999-11-16,g funk,Dr. Dre,E,0.905,0.85,4,-2.795,0,0.331,0.055,0.0,0.0903,0.498,99.375,5
30,10,short_term,0EZMXJMWf0tLKRWwCiA6Sx,Let's Get High,55,1999-11-16,gangster rap,Dr. Dre,E,0.905,0.85,4,-2.795,0,0.331,0.055,0.0,0.0903,0.498,99.375,5
31,10,short_term,0EZMXJMWf0tLKRWwCiA6Sx,Let's Get High,55,1999-11-16,hip hop,Dr. Dre,E,0.905,0.85,4,-2.795,0,0.331,0.055,0.0,0.0903,0.498,99.375,5
32,10,short_term,0EZMXJMWf0tLKRWwCiA6Sx,Let's Get High,55,1999-11-16,rap,Dr. Dre,E,0.905,0.85,4,-2.795,0,0.331,0.055,0.0,0.0903,0.498,99.375,5
33,10,short_term,0EZMXJMWf0tLKRWwCiA6Sx,Let's Get High,55,1999-11-16,west coast rap,Dr. Dre,E,0.905,0.85,4,-2.795,0,0.331,0.055,0.0,0.0903,0.498,99.375,5
34,11,short_term,41Az1BCotlAUt7Ud8k6H2Y,Sunsets For Somebody Else,67,2017-09-08,neo mellow,Jack Johnson,G,0.696,0.22899999999999998,7,-7.9110000000000005,1,0.0331,0.828,1.34e-05,0.152,0.603,113.273,1
35,12,short_term,2eA55e1I1PmBIW8gBZ9VNK,"Klavierkonzert Nr. 1 g-Moll, Op. 25: I. Molto allegro con fuoco",16,1993-11-16,classical,Felix Mendelssohn,G,0.366,0.188,7,-19.39,0,0.0335,0.983,0.943,0.126,0.193,73.069,2
36,12,short_term,2eA55e1I1PmBIW8gBZ9VNK,"Klavierkonzert Nr. 1 g-Moll, Op. 25: I. Molto allegro con fuoco",16,1993-11-16,early romantic era,Felix Mendelssohn,G,0.366,0.188,7,-19.39,0,0.0335,0.983,0.943,0.126,0.193,73.069,2
37,13,short_term,63SdQkVlToSix76P4VmOQO,Shibuya Stroll,40,2019-11-22,piano cover,Kowrites,C#,0.59,0.344,1,-18.316,1,0.0559,0.93,0.903,0.368,0.456,75.068,1
38,14,short_term,2oy9WInmvap0o7LYGW3T8n,"Concerto pour Piano et Orchestre No. 1 en Fa Dièse Mineur, Op. 1: II. Andante",2,2006,classical,Sergei Rachmaninoff,D,0.198,0.0123,2,-32.228,1,0.0379,0.988,0.963,0.0648,0.0338,140.388,4
39,14,short_term,2oy9WInmvap0o7LYGW3T8n,"Concerto pour Piano et Orchestre No. 1 en Fa Dièse Mineur, Op. 1: II. Andante",2,2006,post-romantic era,Sergei Rachmaninoff,D,0.198,0.0123,2,-32.228,1,0.0379,0.988,0.963,0.0648,0.0338,140.388,4
40,14,short_term,2oy9WInmvap0o7LYGW3T8n,"Concerto pour Piano et Orchestre No. 1 en Fa Dièse Mineur, Op. 1: II. Andante",2,2006,russian romanticism,Sergei Rachmaninoff,D,0.198,0.0123,2,-32.228,1,0.0379,0.988,0.963,0.0648,0.0338,140.388,4
41,14,short_term,2oy9WInmvap0o7LYGW3T8n,"Concerto pour Piano et Orchestre No. 1 en Fa Dièse Mineur, Op. 1: II. Andante",2,2006,ukrainian classical,Sergei Rachmaninoff,D,0.198,0.0123,2,-32.228,1,0.0379,0.988,0.963,0.0648,0.0338,140.388,4
42,15,short_term,1Omt5bfz1tZUCqd26HxbS0,Beyond,72,2018-05-04,modern blues,Leon Bridges,F#,0.58,0.687,6,-5.4,1,0.106,0.22899999999999998,0.0,0.109,0.187,76.014,2
43,15,short_term,1Omt5bfz1tZUCqd26HxbS0,Beyond,72,2018-05-04,soul,Leon Bridges,F#,0.58,0.687,6,-5.4,1,0.106,0.22899999999999998,0.0,0.109,0.187,76.014,2
44,16,short_term,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,72,1999-11-16,g funk,Dr. Dre,G#,0.924,0.74,8,-1.2990000000000002,1,0.0774,0.0827,0.0,0.163,0.621,133.974,5
45,16,short_term,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,72,1999-11-16,gangster rap,Dr. Dre,G#,0.924,0.74,8,-1.2990000000000002,1,0.0774,0.0827,0.0,0.163,0.621,133.974,5
46,16,short_term,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,72,1999-11-16,hip hop,Dr. Dre,G#,0.924,0.74,8,-1.2990000000000002,1,0.0774,0.0827,0.0,0.163,0.621,133.974,5
47,16,short_term,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,72,1999-11-16,rap,Dr. Dre,G#,0.924,0.74,8,-1.2990000000000002,1,0.0774,0.0827,0.0,0.163,0.621,133.974,5
48,16,short_term,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,72,1999-11-16,west coast rap,Dr. Dre,G#,0.924,0.74,8,-1.2990000000000002,1,0.0774,0.0827,0.0,0.163,0.621,133.974,5
49,17,short_term,2iQVxrAzwy8dMG0yldSaIg,New Game,54,2014-02-10,catstep,Nitro Fun,C#,0.627,0.991,1,-2.9,0,0.0804,0.000611,0.675,0.396,0.516,128.007,5
50,17,short_term,2iQVxrAzwy8dMG0yldSaIg,New Game,54,2014-02-10,complextro,Nitro Fun,C#,0.627,0.991,1,-2.9,0,0.0804,0.000611,0.675,0.396,0.516,128.007,5
51,17,short_term,2iQVxrAzwy8dMG0yldSaIg,New Game,54,2014-02-10,deep dubstep,Nitro Fun,C#,0.627,0.991,1,-2.9,0,0.0804,0.000611,0.675,0.396,0.516,128.007,5
52,17,short_term,2iQVxrAzwy8dMG0yldSaIg,New Game,54,2014-02-10,edm,Nitro Fun,C#,0.627,0.991,1,-2.9,0,0.0804,0.000611,0.675,0.396,0.516,128.007,5
53,17,short_term,2iQVxrAzwy8dMG0yldSaIg,New Game,54,2014-02-10,electro house,Nitro Fun,C#,0.627,0.991,1,-2.9,0,0.0804,0.000611,0.675,0.396,0.516,128.007,5
54,18,short_term,4M4ECspANZPJuqacpi1NTn,Should We Take The Van?,43,2017-08-11,alternative r&b,Mac Ayres,E,0.706,0.799,4,-8.783,0,0.278,0.529,0.000982,0.275,0.665,81.175,3
55,18,short_term,4M4ECspANZPJuqacpi1NTn,Should We Take The Van?,43,2017-08-11,indie r&b,Mac Ayres,E,0.706,0.799,4,-8.783,0,0.278,0.529,0.000982,0.275,0.665,81.175,3
56,18,short_term,4M4ECspANZPJuqacpi1NTn,Should We Take The Van?,43,2017-08-11,indie soul,Mac Ayres,E,0.706,0.799,4,-8.783,0,0.278,0.529,0.000982,0.275,0.665,81.175,3
