,rank,time_range,track_id,track_name,track_popularity,track_release_date,artist_genre,artist_name,key_note,ft_danceability,ft_energy,ft_key,ft_loudness,ft_mode,ft_speechiness,ft_acousticness,ft_instrumentalness,ft_liveness,ft_valence,ft_tempo,number_of_repeats
143,46,short_term,0VV4lfEdeV4PEAjuQH72N8,Cheat Codes,52,2014-04-21,complextro,Nitro Fun,E,0.626,0.96,4,-4.234,0,0.0837,0.00028700000000000004,0.000304,0.894,0.146,128.001,5
144,46,short_term,0VV4lfEdeV4PEAjuQH72N8,Cheat Codes,52,2014-04-21,deep dubstep,Nitro Fun,E,0.626,0.96,4,-4.234,0,0.0837,0.00028700000000000004,0.000304,0.894,0.146,128.001,5
145,46,short_term,0VV4lfEdeV4PEAjuQH72N8,Cheat Codes,52,2014-04-21,edm,Nitro Fun,E,0.626,0.96,4,-4.234,0,0.0837,0.00028700000000000004,0.000304,0.894,0.146,128.001,5
146,46,short_term,0VV4lfEdeV4PEAjuQH72N8,Cheat Codes,52,2014-04-21,electro house,Nitro Fun,E,0.626,0.96,4,-4.234,0,0.0837,0.00028700000000000004,0.000304,0.894,0.146,128.001,5
147,47,short_term,1WqsREavcr6qHA8oAbnaIa,That's Life,32,2007-05-01,adult standards,Michael Bublé,D,0.402,0.605,2,-7.257000000000001,1,0.0724,0.491,0.0,0.33,0.59,209.648,3
148,47,short_term,1WqsREavcr6qHA8oAbnaIa,That's Life,32,2007-05-01,canadian pop,Michael Bublé,D,0.402,0.605,2,-7.257000000000001,1,0.0724,0.491,0.0,0.33,0.59,209.648,3
149,47,short_term,1WqsREavcr6qHA8oAbnaIa,That's Life,32,2007-05-01,lounge,Michael Bublé,D,0.402,0.605,2,-7.257000000000001,1,0.0724,0.491,0.0,0.33,0.59,209.648,3
150,48,short_term,1bCQIvugIRkL0yLG5cvQcZ,All I Want for Christmas Is You,72,2019-11-01,dance pop,Mariah Carey,G,0.504,0.61,7,-7.281000000000001,1,0.0339,0.18,0.0,0.0688,0.35200000000000004,150.097,4
151,48,short_term,1bCQIvugIRkL0yLG5cvQcZ,All I Want for Christmas Is You,72,2019-11-01,pop,Mariah Carey,G,0.504,0.61,7,-7.281000000000001,1,0.0339,0.18,0.0,0.0688,0.35200000000000004,150.097,4
152,48,short_term,1bCQIvugIRkL0yLG5cvQcZ,All I Want for Christmas Is You,72,2019-11-01,r&b,Mariah Carey,G,0.504,0.61,7,-7.281000000000001,1,0.0339,0.18,0.0,0.0688,0.35200000000000004,150.097,4
153,48,short_term,1bCQIvugIRkL0yLG5cvQcZ,All I Want for Christmas Is You,72,2019-11-01,urban contemporary,Mariah Carey,G,0.504,0.61,7,-7.281000000000001,1,0.0339,0.18,0.0,0.0688,0.35200000000000004,150.097,4
154,49,short_term,21pfcRjH4iqUg7EliHMI4J,飛機師的風衣,36,2016-09-09,c-pop,Leslie Cheung,F,0.573,0.337,5,-12.027999999999999,1,0.026000000000000002,0.777,8.03e-05,0.16,0.312,105.556,3
155,49,short_term,21pfcRjH4iqUg7EliHMI4J,飛機師的風衣,36,2016-09-09,cantopop,Leslie Cheung,F,0.573,0.337,5,-12.027999999999999,1,0.026000000000000002,0.777,8.03e-05,0.16,0.312,105.556,3
156,49,short_term,21pfcRjH4iqUg7EliHMI4J,飛機師的風衣,36,2016-09-09,classic cantopop,Leslie Cheung,F,0.573,0.337,5,-12.027999999999999,1,0.026000000000000002,0.777,8.03e-05,0.16,0.312,105.556,3
157,50,short_term,256pkGJdfTu88nGtOUuDp7,"Concerto pour Piano et Orchestre No. 4 en Sol Mineur, Op. 40: II. Largo",1,2006,classical,Sergei Rachmaninoff,F,0.124,0.006529999999999999,5,-28.525,0,0.0365,0.9890000000000001,0.8759999999999999,0.107,0.0387,74.561,4
158,50,short_term,256pkGJdfTu88nGtOUuDp7,"Concerto pour Piano et Orchestre No. 4 en Sol Mineur, Op. 40: II. Largo",1,2006,post-romantic era,Sergei Rachmaninoff,F,0.124,0.006529999999999999,5,-28.525,0,0.0365,0.9890000000000001,0.8759999999999999,0.107,0.0387,74.561,4
159,50,short_term,256pkGJdfTu88nGtOUuDp7,"Concerto pour Piano et Orchestre No. 4 en Sol Mineur, Op. 40: II. Largo",1,2006,russian romanticism,Sergei Rachmaninoff,F,0.124,0.006529999999999999,5,-28.525,0,0.0365,0.9890000000000001,0.8759999999999999,0.107,0.0387,74.561,4
160,50,short_term,256pkGJdfTu88nGtOUuDp7,"Concerto pour Piano et Orchestre No. 4 en Sol Mineur, Op. 40: II. Largo",1,2006,ukrainian classical,Sergei Rachmaninoff,F,0.124,0.006529999999999999,5,-28.525,0,0.0365,0.9890000000000001,0.8759999999999999,0.107,0.0387,74.561,4
161,1,medium_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,cali rap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
162,1,medium_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,gangster rap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
163,1,medium_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,hyphy,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
164,1,medium_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,rap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
165,1,medium_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,southern hip hop,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
166,1,medium_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,trap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
167,1,medium_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,west coast trap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
168,2,medium_term,1SayqEg8HKK2IeIEWjdYxY,Down The Road,55,2012-01-01,turntablism,C2C,D,0.72,0.595,2,-6.109,0,0.0976,0.0672,4.73e-05,0.0775,0.486,111.0,1
169,3,medium_term,6BvtitRX5lQC87YlA6rq0n,Bubblin,66,2018-05-17,escape room,Anderson .Paak,C#,0.568,0.873,1,-5.22,1,0.265,0.0731,0.0,0.36700000000000005,0.547,106.78299999999999,1
170,4,medium_term,70pZIQqQ37SrNCADx0FiPN,Jet Black (feat. Brandy),68,2019-04-12,escape room,Anderson .Paak,G,0.8190000000000001,0.596,7,-7.697,0,0.12300000000000001,0.0302,4.59e-06,0.102,0.473,108.204,1
171,5,medium_term,4tJl1AVYE6WFAWtuAEhxpM,Please,48,2017-03-15,k-hop,DPR LIVE,G#,0.83,0.634,8,-5.649,1,0.13,0.0935,0.0,0.133,0.39899999999999997,108.038,3
172,5,medium_term,4tJl1AVYE6WFAWtuAEhxpM,Please,48,2017-03-15,k-pop,DPR LIVE,G#,0.83,0.634,8,-5.649,1,0.13,0.0935,0.0,0.133,0.39899999999999997,108.038,3
173,5,medium_term,4tJl1AVYE6WFAWtuAEhxpM,Please,48,2017-03-15,korean r&b,DPR LIVE,G#,0.83,0.634,8,-5.649,1,0.13,0.0935,0.0,0.133,0.39899999999999997,108.038,3
174,6,medium_term,4s6ZktLNLZnk1osl3Vf1ZO,Koi,55,2019-02-20,j-pop,androp,D,0.584,0.56,2,-7.3,1,0.0384,0.726,0.0,0.096,0.33799999999999997,74.997,3
175,6,medium_term,4s6ZktLNLZnk1osl3Vf1ZO,Koi,55,2019-02-20,j-rock,androp,D,0.584,0.56,2,-7.3,1,0.0384,0.726,0.0,0.096,0.33799999999999997,74.997,3
176,6,medium_term,4s6ZktLNLZnk1osl3Vf1ZO,Koi,55,2019-02-20,japanese alternative rock,androp,D,0.584,0.56,2,-7.3,1,0.0384,0.726,0.0,0.096,0.33799999999999997,74.997,3
177,7,medium_term,4SBVWkRIMJ6WBCYPvr5Bwr,Make It Better (feat. Smokey Robinson),71,2019-04-12,escape room,Anderson .Paak,E,0.6759999999999999,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.13699999999999998,0.551,178.555,1
178,8,medium_term,5gtuTd7og1AADSAa2oYy3m,Delta,51,2012-01-01,turntablism,C2C,D,0.698,0.8290000000000001,2,-7.194,0,0.127,0.00461,0.11699999999999999,0.10099999999999999,0.41600000000000004,120.0,1
179,9,medium_term,7lil49sUFoQaFGhLQNRgH6,I Own a Building,32,2019-05-17,metal guitar,Paul Gilbert,F#,0.35600000000000004,0.616,6,-9.146,0,0.0383,0.322,0.9540000000000001,0.0908,0.5479999999999999,143.67700000000002,3
180,9,medium_term,7lil49sUFoQaFGhLQNRgH6,I Own a Building,32,2019-05-17,neo classical metal,Paul Gilbert,F#,0.35600000000000004,0.616,6,-9.146,0,0.0383,0.322,0.9540000000000001,0.0908,0.5479999999999999,143.67700000000002,3
181,9,medium_term,7lil49sUFoQaFGhLQNRgH6,I Own a Building,32,2019-05-17,shred,Paul Gilbert,F#,0.35600000000000004,0.616,6,-9.146,0,0.0383,0.322,0.9540000000000001,0.0908,0.5479999999999999,143.67700000000002,3
182,10,medium_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,gangster rap,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
183,10,medium_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,hip hop,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
184,10,medium_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,pop rap,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
185,10,medium_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,rap,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
186,10,medium_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,southern hip hop,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
187,10,medium_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,trap,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
188,11,medium_term,0YSwpzZT1sUkrL3kTIoHE2,Itan na star,38,2017-04-19,anime rock,Official HIGE DANdism,G#,0.57,0.758,8,-3.997,1,0.0323,0.00157,0.0,0.36700000000000005,0.7070000000000001,97.959,2
189,11,medium_term,0YSwpzZT1sUkrL3kTIoHE2,Itan na star,38,2017-04-19,j-pop,Official HIGE DANdism,G#,0.57,0.758,8,-3.997,1,0.0323,0.00157,0.0,0.36700000000000005,0.7070000000000001,97.959,2
190,12,medium_term,3SktMqZmo3M9zbB7oKMIF7,Gravity,75,2006-09-11,neo mellow,John Mayer,G,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98,4
191,12,medium_term,3SktMqZmo3M9zbB7oKMIF7,Gravity,75,2006-09-11,pop,John Mayer,G,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98,4
192,12,medium_term,3SktMqZmo3M9zbB7oKMIF7,Gravity,75,2006-09-11,pop rock,John Mayer,G,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98,4
193,12,medium_term,3SktMqZmo3M9zbB7oKMIF7,Gravity,75,2006-09-11,singer-songwriter,John Mayer,G,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98,4
194,13,medium_term,5u8nn1mjHzMtaCm0Lfo0Qk,Sarasate : Caprice basque Op.24,12,1993-11-10,late romantic era,Pablo de Sarasate,A,0.49,0.10300000000000001,9,-20.007,0,0.0627,0.909,0.0238,0.0987,0.26,84.01899999999999,2
195,13,medium_term,5u8nn1mjHzMtaCm0Lfo0Qk,Sarasate : Caprice basque Op.24,12,1993-11-10,violin,Pablo de Sarasate,A,0.49,0.10300000000000001,9,-20.007,0,0.0627,0.909,0.0238,0.0987,0.26,84.01899999999999,2
196,14,medium_term,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,87,2019-01-23,conscious hip hop,J. Cole,G#,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,5
197,14,medium_term,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,87,2019-01-23,hip hop,J. Cole,G#,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,5
198,14,medium_term,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,87,2019-01-23,nc hip hop,J. Cole,G#,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,5
199,14,medium_term,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,87,2019-01-23,pop rap,J. Cole,G#,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,5
200,14,medium_term,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,87,2019-01-23,rap,J. Cole,G#,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,5
201,16,medium_term,5ri4b7YQp2PWn8tl3MRYgE,King James,64,2019-04-12,escape room,Anderson .Paak,G,0.7709999999999999,0.889,7,-7.93,1,0.0777,0.0779,6.53e-05,0.0426,0.882,108.015,1
202,17,medium_term,36TO60sxDduIsO3xH8IcUh,Isis,80,2019-05-23,boston hip hop,Joyner Lucas,C#,0.9179999999999999,0.8370000000000001,1,-6.792000000000001,1,0.255,0.23399999999999999,0.0,0.22699999999999998,0.855,120.01700000000001,4
203,17,medium_term,36TO60sxDduIsO3xH8IcUh,Isis,80,2019-05-23,hip hop,Joyner Lucas,C#,0.9179999999999999,0.8370000000000001,1,-6.792000000000001,1,0.255,0.23399999999999999,0.0,0.22699999999999998,0.855,120.01700000000001,4
204,17,medium_term,36TO60sxDduIsO3xH8IcUh,Isis,80,2019-05-23,pop rap,Joyner Lucas,C#,0.9179999999999999,0.8370000000000001,1,-6.792000000000001,1,0.255,0.23399999999999999,0.0,0.22699999999999998,0.855,120.01700000000001,4
205,17,medium_term,36TO60sxDduIsO3xH8IcUh,Isis,80,2019-05-23,rap,Joyner Lucas,C#,0.9179999999999999,0.8370000000000001,1,-6.792000000000001,1,0.255,0.23399999999999999,0.0,0.22699999999999998,0.855,120.01700000000001,4
206,18,medium_term,19g05c3N1AuJ5qcdsqg8qS,LIFE,40,2018-10-10,japanese jazz,fox capture plan,B,0.373,0.667,11,-6.372999999999999,0,0.0386,0.0979,0.5770000000000001,0.12,0.71,124.04799999999999,3
207,18,medium_term,19g05c3N1AuJ5qcdsqg8qS,LIFE,40,2018-10-10,japanese math rock,fox capture plan,B,0.373,0.667,11,-6.372999999999999,0,0.0386,0.0979,0.5770000000000001,0.12,0.71,124.04799999999999,3
208,18,medium_term,19g05c3N1AuJ5qcdsqg8qS,LIFE,40,2018-10-10,japanese post-rock,fox capture plan,B,0.373,0.667,11,-6.372999999999999,0,0.0386,0.0979,0.5770000000000001,0.12,0.71,124.04799999999999,3
209,19,medium_term,78orLDLxWpOZINipGYrV0g,Who Are You,40,2012-01-01,turntablism,C2C,G,0.6809999999999999,0.83,7,-6.352,0,0.248,0.177,8.25e-05,0.141,0.555,68.012,1
210,20,medium_term,1TDuaeF7FnV74z57NK7hh4,Arcades,39,2012-01-01,turntablism,C2C,B,0.657,0.607,11,-6.612,0,0.0434,0.00028,0.695,0.2,0.19,91.023,1
211,21,medium_term,2ZXWOCdQ2IJ63RBOjuQVR3,Happy,50,2012-01-01,turntablism,C2C,F,0.753,0.92,5,-4.657,0,0.0933,0.0266,0.174,0.624,0.5489999999999999,120.014,1
212,22,medium_term,4YG11F0CV02cJEFUH7NUBn,F.U.Y.A.,40,2012-01-01,turntablism,C2C,A,0.643,0.619,9,-9.514,0,0.0357,0.0128,0.415,0.35100000000000003,0.14,128.785,1
213,23,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin,72,2018-06-15,conscious hip hop,Logic,D#,0.737,0.8540000000000001,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,5
214,23,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin,72,2018-06-15,dmv rap,Logic,D#,0.737,0.8540000000000001,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,5
215,23,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin,72,2018-06-15,hip hop,Logic,D#,0.737,0.8540000000000001,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,5
216,23,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin,72,2018-06-15,pop rap,Logic,D#,0.737,0.8540000000000001,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,5
217,23,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin,72,2018-06-15,rap,Logic,D#,0.737,0.8540000000000001,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,5
218,24,medium_term,2lRe5wBRm4xaSKTbDn2vLD,Trippy (feat. J. Cole),67,2018-11-16,escape room,Anderson .Paak,D,0.57,0.65,2,-8.538,1,0.326,0.0707,0.0,0.33899999999999997,0.174,96.76700000000001,1
219,25,medium_term,3XOEuZcwfW4l7fttcB7zB6,Because Of You,37,2012-01-01,turntablism,C2C,C,0.6970000000000001,0.768,0,-4.808,1,0.0607,0.0443,0.0,0.203,0.8370000000000001,130.029,1
220,26,medium_term,4nACgpjyb4XoabqODcszuE,Genius,34,2012-01-01,turntablism,C2C,C#,0.8059999999999999,0.7440000000000001,1,-5.805,0,0.0658,0.0363,4.32e-06,0.588,0.857,120.01299999999999,1
221,27,medium_term,2XTquzYQAdT1Hk78bOUwsv,Greatest,73,2018-08-31,detroit hip hop,Eminem,C#,0.809,0.737,1,-5.186,1,0.10800000000000001,0.0441,0.0,0.341,0.36700000000000005,80.025,4
222,27,medium_term,2XTquzYQAdT1Hk78bOUwsv,Greatest,73,2018-08-31,g funk,Eminem,C#,0.809,0.737,1,-5.186,1,0.10800000000000001,0.0441,0.0,0.341,0.36700000000000005,80.025,4
223,27,medium_term,2XTquzYQAdT1Hk78bOUwsv,Greatest,73,2018-08-31,hip hop,Eminem,C#,0.809,0.737,1,-5.186,1,0.10800000000000001,0.0441,0.0,0.341,0.36700000000000005,80.025,4
224,27,medium_term,2XTquzYQAdT1Hk78bOUwsv,Greatest,73,2018-08-31,rap,Eminem,C#,0.809,0.737,1,-5.186,1,0.10800000000000001,0.0441,0.0,0.341,0.36700000000000005,80.025,4
225,28,medium_term,2OKo7g3KfmCt3kyLvUAL0g,The Search,76,2019-05-30,hip hop,NF,D,0.789,0.7859999999999999,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.95700000000001,3
226,28,medium_term,2OKo7g3KfmCt3kyLvUAL0g,The Search,76,2019-05-30,pop rap,NF,D,0.789,0.7859999999999999,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.95700000000001,3
227,28,medium_term,2OKo7g3KfmCt3kyLvUAL0g,The Search,76,2019-05-30,rap,NF,D,0.789,0.7859999999999999,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.95700000000001,3
228,29,medium_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,85,2017-04-14,conscious hip hop,Kendrick Lamar,C#,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4
229,29,medium_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,85,2017-04-14,hip hop,Kendrick Lamar,C#,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4
230,29,medium_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,85,2017-04-14,rap,Kendrick Lamar,C#,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4
231,29,medium_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,85,2017-04-14,west coast rap,Kendrick Lamar,C#,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4
232,30,medium_term,2vYZz7GEja1hXM7w6S4Y5I,"Piano Sonata No. 8 in A Minor, K. 310: I. Allegro maestoso",1,1991-06-25,classical,Wolfgang Amadeus Mozart,A,0.304,0.14400000000000002,9,-23.158,0,0.0322,0.9890000000000001,0.917,0.19699999999999998,0.284,133.616,2
233,30,medium_term,2vYZz7GEja1hXM7w6S4Y5I,"Piano Sonata No. 8 in A Minor, K. 310: I. Allegro maestoso",1,1991-06-25,classical era,Wolfgang Amadeus Mozart,A,0.304,0.14400000000000002,9,-23.158,0,0.0322,0.9890000000000001,0.917,0.19699999999999998,0.284,133.616,2
234,31,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You,37,2017-10-20,alternative r&b,Snoh Aalegra,D,0.58,0.278,2,-11.569,1,0.0701,0.846,0.000241,0.10400000000000001,0.259,149.781,5
235,31,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You,37,2017-10-20,indie r&b,Snoh Aalegra,D,0.58,0.278,2,-11.569,1,0.0701,0.846,0.000241,0.10400000000000001,0.259,149.781,5
236,31,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You,37,2017-10-20,indie soul,Snoh Aalegra,D,0.58,0.278,2,-11.569,1,0.0701,0.846,0.000241,0.10400000000000001,0.259,149.781,5
237,31,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You,37,2017-10-20,scandinavian r&b,Snoh Aalegra,D,0.58,0.278,2,-11.569,1,0.0701,0.846,0.000241,0.10400000000000001,0.259,149.781,5
238,31,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You,37,2017-10-20,swedish soul,Snoh Aalegra,D,0.58,0.278,2,-11.569,1,0.0701,0.846,0.000241,0.10400000000000001,0.259,149.781,5
239,33,medium_term,1NMYxZgo5IQgFgOcZdwZ9E,夜間航路,39,2019-05-22,japanese jazz,fox capture plan,A,0.647,0.574,9,-7.686,0,0.0322,0.10300000000000001,0.87,0.0884,0.76,91.12799999999999,3
240,33,medium_term,1NMYxZgo5IQgFgOcZdwZ9E,夜間航路,39,2019-05-22,japanese math rock,fox capture plan,A,0.647,0.574,9,-7.686,0,0.0322,0.10300000000000001,0.87,0.0884,0.76,91.12799999999999,3
241,33,medium_term,1NMYxZgo5IQgFgOcZdwZ9E,夜間航路,39,2019-05-22,japanese post-rock,fox capture plan,A,0.647,0.574,9,-7.686,0,0.0322,0.10300000000000001,0.87,0.0884,0.76,91.12799999999999,3
242,34,medium_term,58dSdjfEYNSxte1aNVxuNf,Easy,73,2017-08-11,alternative r&b,Mac Ayres,F,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,3
243,34,medium_term,58dSdjfEYNSxte1aNVxuNf,Easy,73,2017-08-11,indie r&b,Mac Ayres,F,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,3
244,34,medium_term,58dSdjfEYNSxte1aNVxuNf,Easy,73,2017-08-11,indie soul,Mac Ayres,F,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,3
245,36,medium_term,0CTc19yGofNg8y8UxBJ2PI,The Cell,38,2012-01-01,turntablism,C2C,G,0.49,0.8909999999999999,7,-6.787000000000001,1,0.12,0.0008449999999999999,0.915,0.10300000000000001,0.409,162.03,1
246,37,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,atl hip hop,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
247,37,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,hip hop,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
248,37,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,pop rap,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
249,37,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,rap,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
250,37,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,southern hip hop,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
251,37,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,trap,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
252,38,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off,82,2017-06-30,atl hip hop,Future,D,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,6
253,38,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off,82,2017-06-30,hip hop,Future,D,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,6
254,38,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off,82,2017-06-30,pop rap,Future,D,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,6
255,38,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off,82,2017-06-30,rap,Future,D,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,6
256,38,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off,82,2017-06-30,southern hip hop,Future,D,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,6
257,38,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off,82,2017-06-30,trap,Future,D,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,6
258,39,medium_term,6RpunyUP44SDweJPDScLSF,Come Home (feat. André 3000),64,2019-04-12,escape room,Anderson .Paak,G#,0.5670000000000001,0.815,8,-4.915,1,0.141,0.0144,2.14e-05,0.126,0.325,164.834,1
259,41,medium_term,5KTZsi6HKh2laUVsgaU3ag,The Beat,37,2012-01-01,turntablism,C2C,A#,0.7979999999999999,0.778,10,-5.236000000000001,0,0.14300000000000002,0.00262,0.0883,0.28,0.624,96.978,1
260,44,medium_term,5aq7wRwq9IDDqAa56x7Yws,"Zigeunerweisen, Op. 20: Lento",37,1971,late romantic era,Pablo de Sarasate,C,0.284,0.0949,0,-22.629,0,0.0421,0.815,0.327,0.127,0.0465,101.05799999999999,2
